Tipo di attività,Data,Preferita,Titolo,Distanza,Calorie,Tempo,FC Media,FC max,TE attività aerobica,Cadenza pedalata media,Cadenza pedalata max,Velocità media,Velocità max,Ascesa totale,Discesa totale,Lunghezza media passo,Rapporto verticale medio,Oscillazione verticale media,Tempo medio di contatto con il suolo,Media bilanciamento TCS,Tempo riposo,Training Stress Score®,Potenza media,Potenza max,Grit,Flow,Totale bracciate,Swolf medio,Frequenza media vogate,Ripetizioni totali,Serie totali,Tempo di immersione,Temperatura min,Intervallo di superficie,Decompressione,Tempo Lap migliore,Numero di Lap,Temperatura max,Frequenza respiratoria media,Frequenza respiratoria minima,Frequenza respiratoria massima,Tempo in movimento,Tempo trascorso,Quota minima,Quota massima
Nuoto in piscina,2022-11-16 19:57:18,false,"Nuoto - stile libero","3,775","820","01:47:11","108","133","2.1","--","--","2:50","0:58","--","--","0.00","0.0","0.0","0","--","--","0.0","0","0","0.0","0.0","2851","61","27","0","--","0:00","0.0","0:00","No","01:47:11.36.7","1","0.0","--","--","--","01:47:11","01:47:59","--","--"
Cardio,2022-11-15 17:53:33,false,"Building Balance Fundamentals - Core Stability - Stretching","0.00","183","00:47:16","81","129","0.4","--","--","--","--","--","--","0.00","0.0","0.0","0","--","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","28.0","0:00","No","47:15.75.2","1","31.0","--","--","--","00:00:00","00:47:16","--","--"
Trail Running,2022-11-15 10:48:29,false,"2h corsa lenta (10' Z1 + 70' Z2 + 10' 145bpm + 10' 150bpm + 10' 155bpm + de","22.71","1,684","02:13:59","136","157","4.7","164","173","5:54","4:53","57","56","1.03","10.2","10.6","272","50.0% S / 50.0% D","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","16.0","0:00","No","04:18.67.4","23","28.0","32","19","43","02:13:50","02:13:59","96","132"
Cardio,2022-11-14 14:29:35,false,"Lavoro arti superiori","0.00","296","01:16:52","84","118","0.3","--","--","--","--","--","--","0.00","0.0","0.0","0","--","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","26.0","0:00","No","01:16:52.47.7","1","31.0","20","13","28","00:00:00","01:16:52","--","--"
Mountain bike,2022-11-13 09:16:42,false,"Uscita MTB","37.75","1,217","02:18:40","129","177","4.6","--","--","16.3","40.6","593","588","0.00","0.0","0.0","0","--","--","0.0","0","0","57.2","1.2","--","0","0","0","--","0:00","19.0","0:00","No","20:37.39.4","5","27.0","--","--","--","02:17:25","02:18:40","2","272"
Trail Running,2022-11-12 08:06:14,false,"Uscita Trail","23.85","1,858","03:00:03","126","156","4.1","141","202","7:33","4:35","783","784","0.92","11.6","10.6","366","49.3% S / 50.7% D","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","17.0","0:00","No","05:02.35.9","24","26.0","30","19","43","02:58:08","03:00:03","138","868"
Cardio,2022-11-11 16:42:51,false,"Stretching","0.00","358","01:37:52","84","113","0.3","--","--","--","--","--","--","0.00","0.0","0.0","0","--","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","27.0","0:00","No","01:37:52.10.4","1","31.0","19","11","28","00:00:00","01:37:52","--","--"
Ciclismo indoor,2022-11-10 20:55:00,false,"Indoor Cycling","18.15","313","00:50:34","103","116","1.2","--","--","21.5","--","--","--","0.00","0.0","0.0","0","--","--","0.0","85","0","0.0","0.0","--","0","0","0","--","0:00","31.0","0:00","No","50:34.26.8","1","33.0","25","16","32","00:00:00","00:50:34","--","--"
Cardio,2022-11-10 19:38:59,false,"Cardio","0.00","396","01:13:12","98","138","1.1","--","--","--","--","--","--","0.00","0.0","0.0","0","--","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","29.0","0:00","No","01:13:12.01.7","1","32.0","22","12","32","00:00:00","01:13:12","--","--"
Ellittica,2022-11-10 18:29:00,false,"Riscaldamento - Ellittica","12.06","618","01:05:01","123","137","2.5","126","161","11.1","--","--","--","0.00","0.0","0.0","0","--","--","0.0","136","0","0.0","0.0","--","0","0","0","--","0:00","28.0","0:00","No","01:05:01.44","1","33.0","29","18","38","00:00:00","01:05:01","--","--"
Nuoto in piscina,2022-11-09 20:04:36,false,"Nuoto - stile libero","3,700","834","01:41:36","110","138","2.2","--","--","2:45","1:54","--","--","0.00","0.0","0.0","0","--","--","0.0","0","0","0.0","0.0","2766","60","27","0","--","0:00","0.0","0:00","No","01:41:35.99.6","1","0.0","--","--","--","01:41:36","01:42:28","--","--"
Trail Running,2022-11-08 19:34:01,false,"2h corsa lenta Z2 con tratti al medio","21.08","1,600","02:08:37","138","153","4.7","163","174","6:06","4:56","48","48","1.01","10.5","10.7","280","49.7% S / 50.3% D","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","18.0","0:00","No","00:27.19.4","22","28.0","31","19","41","02:08:31","02:08:37","102","123"
Cardio,2022-11-08 10:46:58,false,"Building Balance Fundamentals - Core Stability - Stretching","0.00","233","01:00:20","81","124","0.7","--","--","--","--","--","--","0.00","0.0","0.0","0","--","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","25.0","0:00","No","01:00:20.35.3","1","29.0","--","--","--","00:00:00","01:00:20","--","--"
Cardio,2022-11-07 17:26:02,false,"Lavoro arti superiori","0.00","804","01:32:26","123","167","3.6","--","--","--","--","--","--","0.00","0.0","0.0","0","--","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","24.0","0:00","No","01:32:25.59.4","1","30.0","--","--","--","00:00:00","01:32:26","--","--"
Mountain bike,2022-11-06 08:03:21,false,"Uscita MTB - recupero attivo","35.20","708","02:02:24","105","150","1.6","--","--","17.3","33.3","103","104","0.00","0.0","0.0","0","--","--","0.0","0","0","8.6","1.1","--","0","0","0","--","0:00","14.0","0:00","No","10:00.27","5","28.0","24","14","36","02:01:09","02:02:24","94","132"
Trail Running,2022-11-05 08:08:26,false,"Uscita Trail","16.66","1,707","03:00:16","129","149","4.1","124","208","10:49","5:26","901","906","0.73","13.9","9.7","408","49.4% S / 50.6% D","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","17.0","0:00","No","04:33.14.3","17","27.0","31","17","47","02:58:05","03:00:16","124","855"
Cardio,2022-11-04 18:23:13,false,"Stretching","0.00","75","00:30:36","68","103","0.1","--","--","--","--","--","--","0.00","0.0","0.0","0","--","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","28.0","0:00","No","30:36.17.2","1","30.0","--","--","--","00:00:00","00:30:36","--","--"
Cardio,2022-11-04 11:21:02,false,"Building Balance Fundamentals","0.00","508","01:00:05","114","147","2.5","--","--","--","--","--","--","0.00","0.0","0.0","0","--","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","27.0","0:00","No","01:00:05.38.1","1","29.0","--","--","--","00:00:00","01:00:05","--","--"
Cardio,2022-11-03 20:23:45,false,"Palestra - adattamento anatomico","0.00","363","01:13:05","94","137","1.1","--","--","--","--","--","--","0.00","0.0","0.0","0","--","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","30.0","0:00","No","01:13:05.47.5","1","32.0","21","11","31","00:00:00","01:13:05","--","--"
Ellittica,2022-11-03 19:13:19,false,"Riscaldamento - Ellittica","0.00","504","01:05:01","114","126","2.1","134","156","--","--","--","--","0.00","0.0","0.0","0","--","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","28.0","0:00","No","01:05:01.13.5","1","33.0","27","18","38","00:00:00","01:05:01","--","--"
Nuoto in piscina,2022-11-02 19:57:12,false,"Nuoto - stile libero","3,650","875","01:40:39","108","127","2.0","--","--","2:46","2:00","--","--","0.00","0.0","0.0","0","--","--","0.0","0","0","0.0","0.0","2594","59","26","0","--","0:00","0.0","0:00","No","01:40:39.03","1","0.0","--","--","--","01:40:39","01:41:49","--","--"
Cardio,2022-11-02 11:31:11,false,"Building Balance Fundamentals - Core Stability","0.00","478","01:03:44","111","157","2.6","--","--","--","--","--","--","0.00","0.0","0.0","0","--","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","26.0","0:00","No","01:03:44.15.3","1","30.0","--","--","--","00:00:00","01:03:44","--","--"
Trail Running,2022-11-01 19:04:25,false,"2h corsa lenta Z2 con tratti al medio","21.55","1,615","02:07:27","134","151","5.0","164","169","5:55","4:49","49","49","1.03","10.2","10.7","273","50.2% S / 49.8% D","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","21.0","0:00","No","03:24.15.8","22","29.0","31","19","41","02:07:17","02:07:27","103","122"
Ellittica,2022-10-31 17:22:45,false,"Ellittica","0.00","351","01:00:13","102","119","1.6","79","159","--","--","--","--","0.00","0.0","0.0","0","--","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","30.0","0:00","No","01:00:13.42","1","33.0","--","--","--","00:00:00","01:00:13","--","--"
Ellittica,2022-10-30 07:15:46,false,"Ellittica","0.00","377","01:02:05","104","114","1.7","102","159","--","--","--","--","0.00","0.0","0.0","0","--","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","29.0","0:00","No","01:02:05.21.8","1","31.0","--","--","--","00:00:00","01:02:05","--","--"
Trail Running,2022-10-29 08:45:00,false,"Castel Mella Trail Running","16.14","1,240","01:42:07","135","147","4.2","164","173","6:20","4:47","43","42","0.97","10.9","10.7","277","50.2% S / 49.8% D","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","19.0","0:00","No","00:57.10.8","17","27.0","30","22","37","01:42:01","01:42:07","100","124"
Cardio,2022-10-28 15:31:08,false,"Building Balance Fundamentals - Core Stability","0.00","290","01:15:09","81","130","0.9","--","--","--","--","--","--","0.00","0.0","0.0","0","--","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","29.0","0:00","No","01:15:09.22.1","1","31.0","--","--","--","00:00:00","01:15:09","--","--"
Cardio,2022-10-27 20:19:50,false,"Palestra - adattamento anatomico","0.00","480","01:30:05","98","139","1.3","--","--","--","--","--","--","0.00","0.0","0.0","0","--","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","30.0","0:00","No","01:30:05.08.8","1","33.0","22","14","32","00:00:00","01:30:05","--","--"
Ellittica,2022-10-27 19:10:22,false,"Riscaldamento - Ellittica","0.00","576","01:05:03","121","136","2.4","117","227","--","--","--","--","0.00","0.0","0.0","0","--","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","31.0","0:00","No","01:05:02.58.5","1","32.0","27","15","34","00:00:00","01:05:03","--","--"
Nuoto in piscina,2022-10-26 20:00:45,false,"Nuoto - stile libero","3,225","772","01:30:58","105","120","2.0","--","--","2:49","1:09","--","--","0.00","0.0","0.0","0","--","--","0.0","0","0","0.0","0.0","2402","61","26","0","--","0:00","0.0","0:00","No","01:30:57.98.4","1","0.0","--","--","--","01:30:58","01:32:05","--","--"
Cardio,2022-10-26 11:50:20,false,"Building Balance Fundamentals - Core Stability","0.00","231","01:00:32","81","128","0.6","--","--","--","--","--","--","0.00","0.0","0.0","0","--","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","29.0","0:00","No","01:00:32.27","1","31.0","--","--","--","00:00:00","01:00:32","--","--"
Trail Running,2022-10-25 20:00:36,false,"Sterrato 80 min z2 10 min z3 15 min z2","16.21","1,270","01:45:34","134","147","4.1","162","172","6:31","5:19","40","37","0.95","11.2","10.8","280","50.2% S / 49.8% D","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","22.0","0:00","No","01:24.58.7","17","30.0","30","19","40","01:45:26","01:45:34","106","124"
Cardio,2022-10-25 15:12:49,false,"Stretching","0.00","99","00:35:41","71","106","0.1","--","--","--","--","--","--","0.00","0.0","0.0","0","--","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","30.0","0:00","No","35:41.23.6","1","32.0","--","--","--","00:00:00","00:35:41","--","--"
Cardio,2022-10-24 18:32:56,false,"Allungamento Muscolare","0.00","299","01:05:36","85","139","1.3","--","--","--","--","--","--","0.00","0.0","0.0","0","--","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","29.0","0:00","No","01:05:35.67.9","1","32.0","--","--","--","00:00:00","01:05:36","--","--"
Cardio,2022-10-23 17:29:21,false,"Building Balance Fundamentals - Core Stability","0.00","361","01:02:49","96","148","2.0","--","--","--","--","--","--","0.00","0.0","0.0","0","--","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","29.0","0:00","No","01:02:48.97.4","1","32.0","--","--","--","00:00:00","01:02:49","--","--"
Mountain bike,2022-10-23 10:46:42,false,"Uscita MTB - Sforzo Leggero","24.43","716","01:11:47","126","143","3.0","--","--","20.4","27.4","60","59","0.00","0.0","0.0","0","--","--","0.0","0","0","5.2","1.1","--","0","0","0","--","0:00","23.0","0:00","No","00:46.94.4","4","29.0","29","19","38","01:11:37","01:11:47","102","127"
Trail Running,2022-10-22 09:31:33,false,"Sterrato 90 min Z2","13.32","1,050","01:34:46","135","144","3.5","163","173","7:07","5:20","33","30","0.87","11.6","10.1","286","50.2% S / 49.8% D","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","24.0","0:00","No","02:21.36","14","30.0","29","22","38","01:34:37","01:34:46","108","122"
Cardio,2022-10-21 18:33:02,false,"Building Balance Fundamentals - Core Stability","0.00","170","00:47:39","81","103","0.2","--","--","--","--","--","--","0.00","0.0","0.0","0","--","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","30.0","0:00","No","47:38.93.9","1","31.0","18","12","25","00:00:00","00:47:39","--","--"
Cardio,2022-10-20 20:19:37,false,"Palestra - adattamento anatomico","0.00","343","01:04:12","98","137","1.4","--","--","--","--","--","--","0.00","0.0","0.0","0","--","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","31.0","0:00","No","01:04:11.55","1","32.0","20","11","33","00:00:00","01:04:12","--","--"
Ellittica,2022-10-20 19:10:54,false,"Riscaldamento - Ellittica","0.00","564","01:02:01","123","135","2.4","123","157","--","--","--","--","0.00","0.0","0.0","0","--","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","30.0","0:00","No","01:02:00.67.4","1","32.0","25","17","33","00:00:00","01:02:01","--","--"
Nuoto in piscina,2022-10-19 20:16:32,false,"Nuoto - stile libero","2,875","694","01:21:01","104","128","1.7","--","--","2:49","1:00","--","--","0.00","0.0","0.0","0","--","--","0.0","0","0","0.0","0.0","2053","60","25","0","--","0:00","0.0","0:00","No","00:05.02.1","4","0.0","--","--","--","01:20:56","01:23:56","--","--"
Trail Running,2022-10-18 19:19:51,false,"Corsetta 90 min Z2","13.30","1,063","01:34:43","133","148","3.4","160","175","7:07","4:56","28","26","0.88","11.6","10.3","291","50.3% S / 49.7% D","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","24.0","0:00","No","02:16.16.2","14","30.0","29","23","38","01:34:35","01:34:43","108","123"
Cardio,2022-10-17 16:01:03,false,"Allungamento Muscolare","0.00","115","00:40:23","71","100","0.1","--","--","--","--","--","--","0.00","0.0","0.0","0","--","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","29.0","0:00","No","40:22.89.3","1","31.0","--","--","--","00:00:00","00:40:23","--","--"
Cardio,2022-10-16 11:35:09,false,"Plank & Core","0.00","187","00:40:12","89","130","0.7","--","--","--","--","--","--","0.00","0.0","0.0","0","--","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","28.0","0:00","No","40:11.69.1","1","30.0","--","--","--","00:00:00","00:40:12","--","--"
Trail Running,2022-10-15 09:44:31,false,"Sterrato - 70 min z2","11.72","864","01:18:25","134","141","3.5","163","175","6:42","5:31","28","27","0.92","11.1","10.3","281","50.0% S / 50.0% D","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","24.0","0:00","No","04:59.98","12","29.0","30","23","36","01:18:22","01:18:25","107","123"
Cardio,2022-10-14 16:20:16,false,"Building Balance Fundamentals - Core Stability","0.00","195","00:45:50","86","120","0.6","--","--","--","--","--","--","0.00","0.0","0.0","0","--","--","0.0","0","0","0.0","0.0","--","0","0","7","1","0:00","29.0","0:00","No","45:50.12","1","32.0","--","--","--","00:45:50","00:45:50","--","--"
Potenziamento,2022-10-13 20:47:00,false,"Palestra - adattamento anatomico","0.00","284","01:04:10","89","115","0.5","--","--","--","--","--","--","0.00","0.0","0.0","0","--","--","0.0","0","0","0.0","0.0","--","0","0","7","1","0:00","31.0","0:00","No","01:04:10.34.7","1","33.0","--","--","--","01:04:10","01:04:10","--","--"
Ellittica,2022-10-13 19:55:00,false,"Riscaldamento - Ellittica","7.03","299","00:48:36","104","125","1.5","113","135","8.7","--","--","--","0.00","0.0","0.0","0","--","--","0.0","108","0","0.0","0.0","--","0","0","0","--","0:00","30.0","0:00","No","48:35.59.1","1","32.0","--","--","--","00:00:00","00:48:36","--","--"
Nuoto in piscina,2022-10-12 20:00:59,false,"Nuoto - stile libero","2,075","420","00:58:21","110","131","2.0","--","--","2:49","0:58","--","--","0.00","0.0","0.0","0","--","--","0.0","0","0","0.0","0.0","1516","60","26","0","--","0:00","0.0","0:00","No","58:21.15.3","1","0.0","--","--","--","00:58:21","00:59:20","--","--"
Trail Running,2022-10-11 18:56:36,false,"Castel Mella Trail Running","9.37","686","01:03:07","131","141","3.3","163","173","6:44","5:12","24","24","0.91","11.1","10.3","284","50.5% S / 49.5% D","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","24.0","0:00","No","02:42.46","10","29.0","31","21","39","01:03:03","01:03:07","107","122"
Cardio,2022-10-10 18:30:00,false,"Allungamento muscolare","0.00","292","00:35:00","0","0","--","--","--","--","--","--","--","0.00","0.0","0.0","0","--","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","35:00.00","1","0.0","--","--","--","00:00:00","00:35:00","--","--"
Ultramaratona,2022-09-13 21:00:38,false,"TOR130 - Tot Dret - 2022","140.07","14,945","40:52:47","110","158","5.0","62","252","17:30","1:12","9,413","9,556","1.46","0.0","0.0","0","--","1:55","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","14.0","0:00","No","00:01.29.1","150","34.0","--","--","--","27:12:44","40:52:51","1,164","2,918"
Trail Running,2022-09-07 17:32:52,false,"Brescia Trail Running","25.20","2,552","04:14:40","132","161","5.0","101","249","10:06","5:18","1,354","1,352","1.01","0.0","0.0","0","--","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","26.0","0:00","No","01:21.50.1","26","35.0","--","--","--","00:00:00","04:14:40","136","796"
Mountain bike,2022-09-07 12:45:02,false,"Castel Mella Mountain bike","30.72","917","01:25:14","132","164","3.7","--","--","21.6","35.8","189","191","0.00","0.0","0.0","0","--","--","0.0","0","0","14.3","1.3","--","0","0","0","--","0:00","28.0","0:00","No","17:15.96.7","4","33.0","--","--","--","01:24:52","01:25:14","91","131"
Mountain bike,2022-09-01 17:38:39,false,"Castel Mella Mountain bike","43.55","1,398","02:41:44","128","164","5.0","--","--","16.2","46.7","750","747","0.00","0.0","0.0","0","--","--","0.0","0","0","78.2","1.6","--","0","0","0","--","0:00","22.0","0:00","No","07:48.85","6","32.0","--","--","--","02:36:42","02:42:32","106","785"
Mountain bike,2022-08-31 17:55:08,false,"Castel Mella Mountain bike","30.23","602","01:42:28","104","142","2.2","--","--","17.7","36.2","92","96","0.00","0.0","0.0","0","--","--","0.0","0","0","9.5","1.4","--","0","0","0","--","0:00","28.0","0:00","No","18:14.50.4","4","33.0","--","--","--","01:38:13","01:42:28","95","132"
Ultramaratona,2022-08-26 18:26:24,false,"Gressoney-Saint-Jean Ultramaratona","70.58","7,703","20:43:20","109","154","5.0","60","252","17:37","5:36","4,877","4,621","1.40","0.0","0.0","0","--","1:36:20","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","11.0","0:00","No","00:01.04.2","80","33.0","--","--","--","00:00:00","20:43:31","1,390","2,775"
Trail Running,2022-08-20 15:17:17,false,"Courmayeur Trail Running","3.59","470","01:21:40","104","159","2.2","49","237","22:44","4:38","173","167","0.91","0.0","0.0","0","--","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","23.0","0:00","No","14:22.62.4","4","31.0","--","--","--","00:43:48","01:21:40","2,007","2,070"
Trail Running,2022-08-20 08:47:13,false,"Saint-Rhémy-en-Bosses Trail Running","7.75","1,160","04:14:56","90","133","2.0","54","233","32:56","9:21","396","947","0.56","0.0","0.0","0","--","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","14.0","0:00","No","16:46.62.7","8","29.0","--","--","--","02:12:22","04:26:59","2,031","2,918"
Trail Running,2022-08-19 10:04:08,false,"Saint-Rhémy-en-Bosses Trail Running","13.56","2,025","05:16:07","107","150","3.6","72","239","23:19","6:35","1,235","311","0.60","0.0","0.0","0","--","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","16.0","0:00","No","10:55.83.5","14","28.0","--","--","--","03:23:57","05:16:07","1,603","2,551"
Trail Running,2022-08-17 16:56:04,false,"Brescia Trail Running","7.15","582","01:46:41","91","120","1.2","73","225","14:55","9:52","269","270","1.01","0.0","0.0","0","--","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","30.0","0:00","No","02:02.11","8","33.0","--","--","--","01:25:48","01:46:41","632","857"
Trail Running,2022-08-09 10:58:41,false,"Siniscola Trail Running","12.02","1,009","01:52:59","126","158","3.6","118","250","9:24","5:23","365","362","0.90","0.0","0.0","0","--","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","32.0","0:00","No","00:06.13.3","13","37.0","--","--","--","01:51:53","01:56:45","-4","162"
Trail Running,2022-07-30 11:12:03,false,"La Spezia Trail Running","26.47","1,796","03:42:11","117","163","5.0","129","188","8:24","4:47","504","540","0.92","0.0","0.0","0","--","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","30.0","0:00","No","04:25.74.2","27","35.0","--","--","--","03:40:15","03:46:12","5","271"
Trail Running,2022-07-08 16:00:08,false,"Vielha E Mijaran Trail Running","105.03","10,228","25:56:12","112","168","5.0","66","250","14:49","1:19","6,825","5,951","1.75","0.0","0.0","0","--","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","17.0","0:00","No","02:15.66.4","106","36.0","--","--","--","19:28:08","25:56:12","610","2,540"
Trail Running,2022-07-04 18:25:20,false,"Vielha E Mijaran Trail Running","14.74","1,183","02:07:57","129","172","3.7","124","247","8:41","5:05","609","594","0.93","0.0","0.0","0","--","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","19.0","0:00","No","04:40.19.9","15","32.0","--","--","--","02:01:56","02:07:58","972","1,450"
Cardio,2022-06-28 19:52:36,false,"Cardio","0.00","196","00:40:55","89","117","0.3","--","--","--","--","--","--","0.00","0.0","0.0","0","--","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","30.0","0:00","No","40:55.01.7","1","33.0","--","--","--","00:00:00","00:40:55","--","--"
Corsa su tapis roulant,2022-06-28 18:15:00,false,"Corsa su tapis roulant","10.14","900","01:34:01","121","166","3.3","116","239","9:16","5:04","--","--","0.93","0.0","0.0","0","--","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","29.0","0:00","No","04:52.95.1","7","32.0","--","--","--","01:32:03","01:34:01","--","--"
Trail Running,2022-06-24 22:59:51,false,"LUT - Lavaredo Ultra Trail","120.22","10,090","24:19:55","112","155","5.0","93","250","12:09","4:53","5,712","5,708","1.00","0.0","0.0","0","--","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","12.0","0:00","No","05:57.04.2","121","33.0","--","--","--","20:53:28","24:19:55","1,213","2,444"
Trail Running,2022-06-22 17:10:51,false,"Auronzo di Cadore Trail Running","20.21","1,520","03:10:20","112","137","3.4","124","232","9:25","5:26","816","808","0.85","12.1","10.2","425","50.1% S / 49.9% D","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","15.0","0:00","No","01:49.84.5","21","30.0","26","13","40","03:03:53","03:10:20","1,751","2,353"
Cardio,2022-06-20 19:02:57,false,"Cardio","0.00","182","00:39:31","86","119","0.3","--","--","--","--","--","--","0.00","0.0","0.0","0","--","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","30.0","0:00","No","39:30.86.6","1","33.0","--","--","--","00:00:00","00:39:31","--","--"
Corsa su tapis roulant,2022-06-20 18:06:44,false,"Corsa su tapis roulant","6.76","370","00:52:27","111","164","2.3","118","239","7:45","4:01","--","--","1.09","0.0","0.0","0","--","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","29.0","0:00","No","02:55.27.6","5","31.0","--","--","--","00:51:53","00:52:27","--","--"
Trail Running,2022-06-20 11:29:57,false,"Castel Mella Trail Running","17.53","1,246","01:54:14","129","145","4.0","153","186","6:31","4:49","48","48","1.00","10.2","10.3","315","49.8% S / 50.2% D","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","31.0","0:00","No","03:13.82.4","18","35.0","30","19","40","01:53:11","01:54:14","96","125"
Trail Running,2022-06-12 15:56:52,false,"Castel Mella Trail Running","25.43","1,815","02:36:48","135","148","4.6","163","173","6:10","4:44","88","84","1.00","10.1","10.2","271","49.9% S / 50.1% D","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","29.0","0:00","No","02:31.02.4","26","34.0","31","20","43","02:36:35","02:38:17","94","131"
Cardio,2022-06-11 15:28:36,false,"Cardio","0.00","769","02:06:02","101","147","2.3","--","--","--","--","--","--","0.00","0.0","0.0","0","--","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","30.0","0:00","No","02:06:02.08.4","1","33.0","--","--","--","00:00:00","02:06:02","--","--"
Corsa su tapis roulant,2022-06-11 13:49:04,false,"Corsa su tapis roulant","8.78","550","01:35:40","96","173","2.3","116","240","10:54","3:45","--","--","0.79","0.0","0.0","0","--","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","30.0","0:00","No","06:32.02.7","6","32.0","--","--","--","01:33:38","01:35:40","--","--"
Corsa,2022-06-10 06:29:13,false,"Rimini Corsa","5.76","425","00:35:11","132","145","3.0","162","226","6:07","3:09","7","8","1.02","10.0","10.4","271","49.9% S / 50.1% D","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","20.0","0:00","No","05:21.39.9","4","29.0","31","19","38","00:34:13","00:35:11","-1","3"
Trail Running,2022-06-07 19:29:44,false,"Gandino Trail Running","18.41","1,540","03:36:35","110","140","3.0","110","241","11:46","5:32","982","974","0.77","12.5","9.5","432","49.9% S / 50.1% D","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","12.0","0:00","No","02:58.34.5","19","31.0","26","12","40","03:13:04","03:36:35","524","1,370"
Trail Running,2022-06-06 19:33:56,false,"Castel Mella Trail Running","18.91","1,331","01:55:27","129","141","3.9","163","169","6:06","5:06","45","43","1.00","10.5","10.6","269","50.2% S / 49.8% D","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","28.0","0:00","No","05:28.18.6","19","33.0","34","19","40","01:55:18","01:55:27","94","120"
Cardio,2022-06-03 09:59:07,false,"Cardio","0.00","708","02:07:39","94","158","2.2","--","--","--","--","--","--","0.00","0.0","0.0","0","--","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","29.0","0:00","No","02:07:38.90.3","1","32.0","--","--","--","00:00:00","02:07:39","--","--"
Corsa su tapis roulant,2022-06-03 08:12:10,false,"Corsa su tapis roulant","11.80","396","01:44:32","82","93","0.2","113","150","8:52","7:40","--","--","1.00","0.0","0.0","0","--","--","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","27.0","0:00","No","06:10.84.2","8","31.0","--","--","--","01:41:35","01:44:32","--","--"
